Timestamp,AlertTitle,Category,MitreTechniques,EntityType,EvidenceRole,DeviceName,OSFamily,OSVersion,IpAddress,AccountName,ThreatFamily,SuspicionLevel,LastVerdict,CountryCode,IncidentGrade,Hour,DayOfWeek
2024-06-06 19:09:51+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,8246,453297,Unknown,Unknown,Unknown,51,TruePositive,19,3
2024-06-07 02:40:22+00:00,31539,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,2,4
2024-06-13 12:47:11+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,12,3
2024-06-12 16:17:37+00:00,1614,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,19907,Unknown,Unknown,Unknown,242,FalsePositive,16,2
2024-06-04 18:29:59+00:00,63,Discovery,T1007;T1016;T1018;T1049;T1087;T1135;T1574.007,Machine,Impacted,3098,0,0,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,18,1
2024-05-31 20:39:10+00:00,10,Impact,Unknown,Ip,Related,153085,5,66,11195,453297,Unknown,Unknown,Unknown,242,FalsePositive,20,4
2024-06-05 03:13:15+00:00,47159,Exfiltration,Unknown,Ip,Related,153085,5,66,2534,453297,Unknown,Unknown,Unknown,242,BenignPositive,3,2
2024-06-10 20:45:53+00:00,18086,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,62921,Unknown,Unknown,Unknown,242,BenignPositive,20,0
2024-06-05 22:06:02+00:00,50,SuspiciousActivity,Unknown,Ip,Related,153085,5,66,115156,453297,Unknown,Unknown,Unknown,242,TruePositive,22,2
2024-06-04 13:31:58+00:00,8735,UnwantedSoftware,Unknown,Ip,Related,153085,5,66,115086,453297,Unknown,Suspicious,Suspicious,242,TruePositive,13,1
2024-06-04 18:02:31+00:00,15,InitialAccess,Unknown,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,18,1
2024-06-06 23:47:03+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,23,3
2024-06-08 02:05:41+00:00,237,DefenseEvasion,Unknown,Machine,Impacted,17331,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,2,5
2024-06-07 14:04:48+00:00,6868,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,14,4
2024-06-02 13:12:54+00:00,662,CommandAndControl,T1568;T1008,Ip,Related,153085,5,66,190154,453297,Unknown,Unknown,Unknown,242,BenignPositive,13,6
2024-06-05 02:34:38+00:00,78,CredentialAccess,Unknown,User,Impacted,153085,5,66,360606,33546,Unknown,Unknown,Unknown,242,BenignPositive,2,2
2024-06-14 11:53:16+00:00,200,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,11,4
2024-06-06 12:02:01+00:00,2602,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,15549,Unknown,Unknown,Unknown,242,BenignPositive,12,3
2024-06-11 22:22:38+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,22,1
2024-06-05 14:14:15+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,14,2
2024-06-02 19:27:25+00:00,78,CredentialAccess,Unknown,User,Impacted,153085,5,66,360606,23535,Unknown,Unknown,Unknown,242,BenignPositive,19,6
2024-06-03 19:16:06+00:00,35,CommandAndControl,T1046;T1030;T1071;T1071.001,Ip,Related,153085,5,66,146038,453297,Unknown,Unknown,Unknown,242,FalsePositive,19,0
2024-06-04 14:14:07+00:00,1224,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,14,1
2024-06-04 09:31:51+00:00,5700,Malware,Unknown,File,Related,153085,5,66,360606,453297,Tiggre,Suspicious,Malicious,242,TruePositive,9,1
2024-06-09 23:58:26+00:00,49,SuspiciousActivity,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,23,6
2024-06-08 23:10:47+00:00,1,InitialAccess,T1566.002,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,TruePositive,23,5
2024-06-04 16:34:46+00:00,54,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,212457,453297,Unknown,Unknown,Unknown,6,BenignPositive,16,1
2024-06-12 18:24:17+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,1138,Unknown,Unknown,Unknown,242,TruePositive,18,2
2024-06-11 10:09:54+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,114,453297,Unknown,Unknown,Unknown,0,TruePositive,10,1
2024-06-14 17:35:40+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,17,4
2024-06-03 16:30:04+00:00,554,Malware,Unknown,Machine,Impacted,4,0,0,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,16,0
2024-06-11 21:23:19+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,81259,453297,Unknown,Unknown,Unknown,0,FalsePositive,21,1
2024-06-05 05:31:54+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,5,2
2024-06-05 22:02:50+00:00,23,InitialAccess,T1566,User,Impacted,153085,5,66,360606,7951,Unknown,Unknown,Unknown,242,TruePositive,22,2
2024-06-04 11:15:51+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,2097,Unknown,Unknown,Unknown,242,TruePositive,11,1
2024-06-03 14:24:20+00:00,15,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,3330,Unknown,Unknown,Unknown,242,TruePositive,14,0
2024-06-03 20:17:12+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,20,0
2024-06-04 18:52:36+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,10095,Unknown,Unknown,Unknown,242,TruePositive,18,1
2024-06-08 11:23:52+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,11,5
2024-06-05 08:13:36+00:00,91,InitialAccess,Unknown,Ip,Related,153085,5,66,16238,453297,Unknown,Unknown,Unknown,242,BenignPositive,8,2
2024-06-04 15:34:21+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,15,1
2024-06-11 17:35:49+00:00,11,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,46384,Unknown,Unknown,Unknown,242,BenignPositive,17,1
2024-06-13 19:25:29+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,19,3
2024-06-12 11:36:27+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,11,2
2024-06-11 08:30:03+00:00,136,Execution,T1059.001;T1059.005;T1059.007,File,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,8,1
2024-06-09 06:33:01+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,42007,453297,Unknown,Unknown,Unknown,10,FalsePositive,6,6
2024-06-06 16:59:39+00:00,5,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,54111,Unknown,Unknown,Unknown,242,BenignPositive,16,3
2024-06-08 16:49:42+00:00,384,Impact,Unknown,Machine,Impacted,739,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,16,5
2024-06-06 19:11:09+00:00,6,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,8238,Unknown,Unknown,Unknown,242,TruePositive,19,3
2024-06-03 20:55:36+00:00,4,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,52814,Unknown,Suspicious,Suspicious,242,TruePositive,20,0
2024-06-03 07:44:21+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,TruePositive,7,0
2024-06-17 01:39:09+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,1,0
2024-06-05 23:02:53+00:00,14,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,23,2
2024-06-03 03:41:11+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,3,0
2024-06-09 00:55:04+00:00,1,InitialAccess,T1566.002,Mailbox,Impacted,153085,5,66,360606,16588,Unknown,Unknown,Malicious,242,TruePositive,0,6
2024-06-04 03:22:43+00:00,9,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,3,1
2024-06-12 01:52:24+00:00,19,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,5527,Unknown,Unknown,Unknown,242,BenignPositive,1,2
2024-06-14 05:14:08+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,19413,453297,Unknown,Unknown,Unknown,0,TruePositive,5,4
2024-06-12 23:03:38+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,23,2
2024-06-11 10:51:44+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,30,Unknown,Unknown,Unknown,242,TruePositive,10,1
2024-06-04 04:04:20+00:00,55,CommandAndControl,T1071;T1048,Ip,Related,153085,5,66,20,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,1
2024-06-04 20:21:25+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,20,1
2024-06-04 10:38:17+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,10,1
2024-06-04 23:59:51+00:00,29276,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,23,1
2024-06-04 15:12:43+00:00,371,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,26816,Unknown,Unknown,Unknown,242,FalsePositive,15,1
2024-06-05 06:44:16+00:00,413,Exfiltration,Unknown,Machine,Impacted,889,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,6,2
2024-06-14 19:51:38+00:00,237,DefenseEvasion,Unknown,User,Impacted,153085,5,66,360606,112311,Unknown,Unknown,Unknown,242,BenignPositive,19,4
2024-06-04 20:06:50+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,BenignPositive,20,1
2024-06-04 11:55:36+00:00,6,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,4830,Unknown,Unknown,Unknown,242,TruePositive,11,1
2024-06-16 04:16:48+00:00,25,Impact,Unknown,Ip,Related,153085,5,66,393,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,6
2024-05-23 04:50:28+00:00,7,InitialAccess,T1133,Machine,Impacted,335,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,3
2024-06-10 08:49:09+00:00,1,InitialAccess,T1566.002,User,Impacted,153085,5,66,360606,74700,Unknown,Unknown,Unknown,242,FalsePositive,8,0
2024-06-01 00:16:46+00:00,113,Impact,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,0,5
2024-06-11 22:02:45+00:00,18,Discovery,T1087;T1087.002,User,Impacted,153085,5,66,360606,259258,Unknown,Unknown,Unknown,242,FalsePositive,22,1
2024-06-14 04:04:25+00:00,21,SuspiciousActivity,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,4,4
2024-06-07 14:19:20+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,107062,453297,Unknown,Unknown,Unknown,2,TruePositive,14,4
2024-06-05 10:21:59+00:00,9,InitialAccess,T1566,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,10,2
2024-05-23 21:58:03+00:00,113,Impact,Unknown,User,Impacted,153085,5,66,360606,35105,Unknown,Unknown,Unknown,242,BenignPositive,21,3
2024-05-21 13:43:49+00:00,7,InitialAccess,T1133,Machine,Impacted,252,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,13,1
2024-06-09 14:20:03+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,BenignPositive,14,6
2024-06-11 15:36:11+00:00,267,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,187848,Unknown,Unknown,Unknown,242,BenignPositive,15,1
2024-06-14 00:43:23+00:00,77,InitialAccess,Unknown,Ip,Related,153085,5,66,352389,453297,Unknown,Unknown,Unknown,0,FalsePositive,0,4
2024-06-03 05:30:56+00:00,778,Impact,Unknown,Ip,Related,153085,5,66,2266,453297,Unknown,Unknown,Unknown,242,BenignPositive,5,0
2024-06-13 05:34:16+00:00,40,CredentialAccess,T1003;T1012;T1552.002,RegistryValue,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,5,3
2024-06-11 03:00:48+00:00,26,Execution,T1559;T1106;T1059.005,Machine,Impacted,7540,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,3,1
2024-06-11 10:26:45+00:00,13,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,10,1
2024-06-06 11:27:48+00:00,35019,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,1308,Unknown,Unknown,Unknown,242,FalsePositive,11,3
2024-06-04 14:12:41+00:00,6,InitialAccess,Unknown,Ip,Related,153085,5,66,13625,453297,Unknown,Unknown,Unknown,18,TruePositive,14,1
2024-06-05 16:42:18+00:00,48866,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,16,2
2024-05-31 16:37:49+00:00,10,Impact,Unknown,Ip,Related,153085,5,66,7112,453297,Unknown,Unknown,Unknown,242,FalsePositive,16,4
2024-06-04 16:18:48+00:00,2,CommandAndControl,Unknown,Machine,Impacted,29149,0,0,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,16,1
2024-06-03 14:56:55+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,4906,453297,Unknown,Unknown,Unknown,5,TruePositive,14,0
2024-06-05 17:42:49+00:00,450,Execution,Unknown,File,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,17,2
2024-06-03 16:23:02+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonSession,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,16,0
2024-06-08 17:06:32+00:00,6,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,2628,Unknown,Unknown,Unknown,242,TruePositive,17,5
2024-06-06 00:13:12+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,0,3
2024-06-11 12:39:42+00:00,2,CommandAndControl,Unknown,User,Impacted,153085,5,66,360606,89982,Unknown,Suspicious,Suspicious,242,BenignPositive,12,1
2024-06-07 14:24:18+00:00,2452,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,7522,Unknown,Unknown,Unknown,242,BenignPositive,14,4
2024-06-04 17:42:24+00:00,7522,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,17,1
2024-06-04 07:20:22+00:00,201,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,7,1
2024-06-13 05:10:16+00:00,1059,Execution,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,5,3
2024-06-10 21:57:25+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,TruePositive,21,0
2024-06-09 18:26:42+00:00,1,InitialAccess,T1566.002,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,TruePositive,18,6
2024-06-05 13:10:48+00:00,0,InitialAccess,T1078;T1078.004,User,Impacted,153085,5,66,360606,78,Unknown,Unknown,Unknown,242,FalsePositive,13,2
2024-06-11 22:47:43+00:00,3,InitialAccess,Unknown,User,Impacted,153085,5,66,360606,480,Unknown,Unknown,Unknown,242,TruePositive,22,1
2024-06-10 02:01:48+00:00,16984,Exfiltration,Unknown,Machine,Impacted,1637,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,2,0
2024-06-14 14:23:07+00:00,2,CommandAndControl,Unknown,User,Impacted,153085,5,66,360606,156523,Unknown,Suspicious,Suspicious,242,BenignPositive,14,4
2024-06-07 02:13:35+00:00,255,Malware,Unknown,File,Related,153085,5,66,360606,453297,CustomCertEnterpriseBlock,Suspicious,Malicious,242,BenignPositive,2,4
2024-06-12 15:46:13+00:00,49804,Exfiltration,Unknown,Ip,Related,153085,5,66,1662,453297,Unknown,Unknown,Unknown,242,BenignPositive,15,2
2024-06-08 22:14:22+00:00,14,Exfiltration,Unknown,File,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,22,5
2024-06-05 18:20:36+00:00,6,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,18,2
2024-06-03 03:02:44+00:00,6,InitialAccess,Unknown,Ip,Related,153085,5,66,47,453297,Unknown,Unknown,Unknown,1,TruePositive,3,0
2024-06-04 20:52:52+00:00,22,InitialAccess,Unknown,MailMessage,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,20,1
2024-06-12 17:20:57+00:00,2,CommandAndControl,Unknown,User,Impacted,153085,5,66,360606,7382,Unknown,Suspicious,Suspicious,242,FalsePositive,17,2
2024-06-03 05:24:37+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,5619,453297,Unknown,Unknown,Unknown,5,TruePositive,5,0
2024-06-09 05:35:58+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,5,6
2024-06-12 13:36:43+00:00,49,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,207912,Unknown,Unknown,Unknown,242,FalsePositive,13,2
2024-06-11 09:03:26+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,9,1
2024-06-10 01:07:28+00:00,6429,SuspiciousActivity,Unknown,User,Impacted,153085,5,66,360606,1736,Unknown,Unknown,Unknown,242,FalsePositive,1,0
2024-06-14 18:10:00+00:00,2,CommandAndControl,Unknown,Process,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,FalsePositive,18,4
2024-06-04 21:54:42+00:00,13,Exfiltration,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,21,1
2024-06-05 19:27:13+00:00,16525,DefenseEvasion,Unknown,Machine,Impacted,1055,2,3,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,19,2
2024-06-11 19:01:10+00:00,36,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,19,1
2024-06-03 11:11:12+00:00,3,InitialAccess,Unknown,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,11,0
2024-06-12 15:33:36+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,15,2
2024-06-13 01:58:56+00:00,5,InitialAccess,T1566,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,1,3
2024-05-21 04:46:34+00:00,67,Impact,Unknown,Ip,Related,153085,5,66,8361,453297,Unknown,Unknown,Unknown,242,TruePositive,4,1
2024-06-14 04:50:34+00:00,23348,Exfiltration,Unknown,User,Impacted,153085,5,66,360606,59239,Unknown,Unknown,Unknown,242,FalsePositive,4,4
2024-06-06 20:29:41+00:00,25,Impact,Unknown,Machine,Impacted,55161,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,20,3
2024-06-13 05:43:21+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,FalsePositive,5,3
2024-06-14 10:21:44+00:00,19,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,355,Unknown,Unknown,Unknown,242,FalsePositive,10,4
2024-05-27 15:08:16+00:00,7,InitialAccess,T1133,Machine,Impacted,487,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,15,0
2024-06-05 04:32:50+00:00,5,InitialAccess,T1566,Ip,Related,153085,5,66,2738,453297,Unknown,Unknown,NoThreatsFound,242,TruePositive,4,2
2024-06-03 09:11:17+00:00,0,InitialAccess,T1078;T1078.004,Ip,Related,153085,5,66,10,453297,Unknown,Unknown,Unknown,7,TruePositive,9,0
2024-05-25 18:26:59+00:00,493,Impact,Unknown,Ip,Related,153085,5,66,972,453297,Unknown,Unknown,Unknown,242,BenignPositive,18,5
2024-05-31 08:20:31+00:00,1327,Impact,Unknown,Ip,Related,153085,5,66,7425,453297,Unknown,Unknown,Unknown,242,BenignPositive,8,4
2024-05-23 04:38:46+00:00,7,InitialAccess,T1133,Machine,Impacted,1028,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,4,3
2024-06-03 04:59:19+00:00,2,CommandAndControl,Unknown,Url,Related,153085,5,66,360606,453297,Unknown,Suspicious,Suspicious,242,BenignPositive,4,0
2024-06-12 08:48:43+00:00,0,InitialAccess,T1078;T1078.004,CloudLogonRequest,Related,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,TruePositive,8,2
2024-06-14 13:34:37+00:00,8,InitialAccess,T1566.001,MailCluster,Related,153085,5,66,360606,453297,Unknown,Unknown,Malicious,242,TruePositive,13,4
2024-06-04 02:55:10+00:00,149,Malware,Unknown,Process,Related,153085,5,66,360606,453297,CustomEnterpriseBlockOnly,Suspicious,Malicious,242,TruePositive,2,1
2024-06-12 23:45:04+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,22,453297,Unknown,Unknown,Unknown,4,TruePositive,23,2
2024-06-07 16:48:32+00:00,9,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,295066,Unknown,Unknown,Unknown,242,FalsePositive,16,4
2024-06-07 12:04:47+00:00,8,InitialAccess,T1566.001,Mailbox,Impacted,153085,5,66,360606,11587,Unknown,Unknown,Malicious,242,BenignPositive,12,4
2024-06-10 00:13:47+00:00,151,Execution,Unknown,CloudApplication,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,0,0
2024-06-06 15:10:24+00:00,22192,Exfiltration,Unknown,MailMessage,Impacted,153085,5,66,360606,453297,Unknown,Unknown,Unknown,242,BenignPositive,15,3
2024-06-15 20:13:41+00:00,152,DefenseEvasion,Unknown,User,Impacted,153085,5,66,360606,67854,Unknown,Unknown,Unknown,242,TruePositive,20,5
2024-06-07 18:47:49+00:00,2749,Exfiltration,Unknown,Machine,Impacted,49,5,66,360606,453297,Unknown,Unknown,Unknown,242,FalsePositive,18,4
2024-06-09 10:55:45+00:00,1,InitialAccess,T1566.002,Url,Related,153085,5,66,360606,453297,Unknown,Unknown,NoThreatsFound,242,TruePositive,10,6
2024-06-03 15:05:31+00:00,9,InitialAccess,T1566,Mailbox,Impacted,153085,5,66,360606,73384,Unknown,Unknown,Unknown,242,BenignPositive,15,0
2024-06-10 13:35:05+00:00,3,InitialAccess,Unknown,Ip,Related,153085,5,66,2037,453297,Unknown,Unknown,Unknown,0,TruePositive,13,0
